,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
12972,673511,Kuttiady_ValayannoorMasjid_D (Kerala),Kuttiady_ValayannoorMasjid_D (Kerala),Kuttiady_ValayannoorMasjid_D (Kerala),Kuttiady,Kerala,FALSE
12973,742223,Raghunathganj_NH12_D (West Bengal),Raghunathganj_NH12_D (West Bengal),Raghunathganj_NH12_D (West Bengal),Raghunathganj,West Bengal,TRUE
12974,770037,Rourkela_Panposh_I (Orissa),Rourkela_Panposh_I (Orissa),Rourkela_Panposh_I (Orissa),Rourkela,Orissa,TRUE
12975,685613,Munnar_IkkaNgr_D (Kerala),Munnar_IkkaNgr_D (Kerala),Munnar_IkkaNgr_D (Kerala),Munnar,Kerala,FALSE
12976,415726,Ganpatipule_Rahataghar_DPP (Maharashtra),Ganpatipule_Rahataghar_DPP (Maharashtra),Ganpatipule_Rahataghar_DPP (Maharashtra),Ganpatipule,Maharashtra,FALSE
12977,303903,Chaksu_TonkRoad_D (Rajasthan),Chaksu_TonkRoad_D (Rajasthan),Chaksu_TonkRoad_D (Rajasthan),Chaksu,Rajasthan,TRUE
12978,575028,Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore,Karnataka,FALSE
12979,713214,Durgapur_Bamunara_I (West Bengal),Durgapur_Bamunara_I (West Bengal),Durgapur_Bamunara_I (West Bengal),Durgapur,West Bengal,TRUE
12980,586112,Indi_MahalaxmiNagar_D (Karnataka),Indi_MahalaxmiNagar_D (Karnataka),Indi_MahalaxmiNagar_D (Karnataka),Indi,Karnataka,FALSE
12981,630566,Melur_MduraiRD_D (Tamil Nadu),Melur_MduraiRD_D (Tamil Nadu),Melur_MduraiRD_D (Tamil Nadu),Melur,Tamil Nadu,TRUE
12982,680572,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,TRUE
12983,641014,Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore_Kaniyur_H (Tamil Nadu),Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore,Tamil Nadu,TRUE
12984,460225,Betul_Bheemnagar_D (Madhya Pradesh),Betul_Bheemnagar_D (Madhya Pradesh),Betul_Bheemnagar_D (Madhya Pradesh),Betul,Madhya Pradesh,TRUE
12985,302001,Jaipur_TransportNgr_L (Rajasthan),Jaipur_Sez_GW (Rajasthan),Jaipur_TransportNgr_L (Rajasthan),Jaipur,Rajasthan,FALSE
12986,643218,Coonoor_Vannarpet_D (Tamil Nadu),Coonoor_Vannarpet_D (Tamil Nadu),Coonoor_Vannarpet_D (Tamil Nadu),Coonoor,Tamil Nadu,TRUE
12987,413405,Osmanabad_RajasabH_D (Maharashtra),Osmanabad_RajasabH_D (Maharashtra),Osmanabad_RajasabH_D (Maharashtra),Osmanabad,Maharashtra,FALSE
12988,110094,Delhi_JhilmilColony_L (Delhi),Delhi_JhilmilColony_L (Delhi),Delhi_JhilmilColony_L (Delhi),Delhi,Delhi,FALSE
12989,392030,Ankleshwar_Gadkhol_L (Gujarat),Ankleshwar_Gadkhol_L (Gujarat),Ankleshwar_Gadkhol_L (Gujarat),Ankleshwar,Gujarat,TRUE
12990,422615,Sangamner_Ksarwdi_D (Maharashtra),Sangamner_Ksarwdi_D (Maharashtra),Sangamner_Ksarwdi_D (Maharashtra),Sangamner,Maharashtra,TRUE
12991,614018,Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur,Tamil Nadu,TRUE
12992,686677,Muvattupuzha_Anicadu_D (Kerala),Muvattupuzha_Anicadu_D (Kerala),Muvattupuzha_Anicadu_D (Kerala),Muvattupuzha,Kerala,TRUE
12993,761041,Kodala_Beguniapada_DPP (Orissa),Kodala_Beguniapada_DPP (Orissa),Kodala_Beguniapada_DPP (Orissa),Kodala,Orissa,FALSE
12994,686007,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,FALSE
12995,600112,Chennai_Kathirvedu_L (Tamil Nadu),Chennai_Kathirvedu_L (Tamil Nadu),Chennai_Kathirvedu_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
12996,203390,Anupshahar_Nehruganj_D (Uttar Pradesh),Anupshahar_Nehruganj_D (Uttar Pradesh),Anupshahar_Nehruganj_D (Uttar Pradesh),Anupshahar,Uttar Pradesh,FALSE
12997,847212,Madhubani_NidhiChowk_D (Bihar),Madhubani_NidhiChowk_D (Bihar),Madhubani_NidhiChowk_D (Bihar),Madhubani,Bihar,FALSE
12998,845408,Motihari_Temp_I (Bihar),Motihari_Temp_I (Bihar),Motihari_Temp_I (Bihar),Motihari,Bihar,TRUE
12999,497226,Surajapur_Chandarpur_D (Chhattisgarh),Surajapur_Chandarpur_D (Chhattisgarh),Surajapur_Chandarpur_D (Chhattisgarh),Surajapur,Chhattisgarh,TRUE
13000,802119,Dumraon_MahvidylaRd_D (Bihar),Dumraon_MahvidylaRd_D (Bihar),Dumraon_MahvidylaRd_D (Bihar),Dumraon,Bihar,FALSE
13001,531149,Araku_Ravvalaguda_D (Andhra Pradesh),Araku_Ravvalaguda_D (Andhra Pradesh),Araku_Ravvalaguda_D (Andhra Pradesh),Araku,Andhra Pradesh,FALSE
13002,581186,Dandeli_RKComplx_D (Karnataka),Dandeli_RKComplx_D (Karnataka),Dandeli_RKComplx_D (Karnataka),Dandeli,Karnataka,FALSE
13003,174314,Amb_Mubarikpur_D (Himachal Pradesh),Amb_Mubarikpur_D (Himachal Pradesh),Amb_Mubarikpur_D (Himachal Pradesh),Amb,Himachal Pradesh,FALSE
13004,683511,Aluva_Peedika_H (Kerala),Aluva_Peedika_H (Kerala),Aluva_Peedika_H (Kerala),Aluva,Kerala,FALSE
13005,401106,Mumbai_VasaiEast_L (Maharashtra),Mumbai_VasaiEast_L (Maharashtra),Mumbai_VasaiEast_L (Maharashtra),Mumbai,Maharashtra,FALSE
13006,632521,Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet,Tamil Nadu,TRUE
13007,683504,Aluva_Peedika_H (Kerala),Aluva_Peedika_H (Kerala),Aluva_Peedika_H (Kerala),Aluva,Kerala,TRUE
13008,271851,Bahraich_Mahasi_D (Uttar Pradesh),Bahraich_Mahasi_D (Uttar Pradesh),Bahraich_Mahasi_D (Uttar Pradesh),Bahraich,Uttar Pradesh,FALSE
13009,342022,Phalsund_Kajoi_D (Rajasthan),Phalsund_Kajoi_D (Rajasthan),Phalsund_Kajoi_D (Rajasthan),Phalsund,Rajasthan,TRUE
13010,713520,Guskhara_DignagarRd_D (West Bengal),Guskhara_DignagarRd_D (West Bengal),Guskhara_DignagarRd_D (West Bengal),Guskhara,West Bengal,TRUE
13011,631401,MAA_Poonamallee_L (Tamil Nadu),Chennai_Parivakkam_H (Tamil Nadu),MAA_Poonamallee_L (Tamil Nadu),Chennai,Tamil Nadu,TRUE
13012,673631,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,FALSE
13013,621314,Ponnamaravathi_Nattukkal_D (Tamil Nadu),Ponnamaravathi_Nattukkal_D (Tamil Nadu),Ponnamaravathi_Nattukkal_D (Tamil Nadu),Ponnamaravathi,Tamil Nadu,TRUE
13014,182202,Doda_GhatRoad_D (Jammu & Kashmir),Doda_GhatRoad_D (Jammu & Kashmir),Doda_GhatRoad_D (Jammu & Kashmir),Doda,Jammu & Kashmir,FALSE
13015,284301,Jhansi_Nandanpura_I (Uttar Pradesh),Jhansi_Nandanpura_I (Uttar Pradesh),Jhansi_Nandanpura_I (Uttar Pradesh),Jhansi,Uttar Pradesh,TRUE
13016,523334,CumbumAP_BhagyaNagar_D (Andhra Pradesh),CumbumAP_BhagyaNagar_D (Andhra Pradesh),CumbumAP_BhagyaNagar_D (Andhra Pradesh),CumbumAP,Andhra Pradesh,TRUE
13017,591224,Gokak_LaxmiExtension_D (Karnataka),Gokak_LaxmiExtension_D (Karnataka),Gokak_LaxmiExtension_D (Karnataka),Gokak,Karnataka,FALSE
13018,605502,Puducherry_Navamalkapper_L (Tamil Nadu),Puducherry_Navamalkapper_L (Tamil Nadu),Puducherry_Navamalkapper_L (Tamil Nadu),Pondicherry,Tamil Nadu,FALSE
13019,160062,Mohali_Balongi_L (Punjab),Mohali_Balongi_L (Punjab),Mohali_Balongi_L (Punjab),Mohali,Punjab,FALSE
13020,632006,Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore,Tamil Nadu,FALSE
13021,560112,Bangalore_RKHegdeNagar_L (Karnataka),Bangalore_RKHegdeNagar_L (Karnataka),Bangalore_RKHegdeNagar_L (Karnataka),Bangalore,Karnataka,FALSE
13022,571440,Kollegala_IndiraClny_D (Karnataka),Kollegala_IndiraClny_D (Karnataka),Kollegala_IndiraClny_D (Karnataka),Kollegala,Karnataka,FALSE
13023,502319,Hyderabad_Patancheru_L (Telangana),Hyderabad_Patancheru_L (Telangana),Hyderabad_Patancheru_L (Telangana),Hyderabad,Telangana,FALSE
13024,380030,Ahmedabad_Sanathal_L (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Sanathal_L (Gujarat),Ahmedabad,Gujarat,TRUE
13025,852139,Triveninganj_Ward16_D (Bihar),Triveninganj_Ward16_D (Bihar),Triveninganj_Ward16_D (Bihar),Triveninganj,Bihar,TRUE
13026,639003,Karur_Polytechnic_D (Tamil Nadu),Karur_Polytechnic_D (Tamil Nadu),Karur_Polytechnic_D (Tamil Nadu),Karur,Tamil Nadu,FALSE
13027,501101,Vikarabad_OldGunj_D (Telangana),Vikarabad_OldGunj_D (Telangana),Vikarabad_OldGunj_D (Telangana),Vikarabad,Telangana,TRUE
13028,507134,Khammam_Pedathnda_I (Telangana),Khammam_Pedathnda_I (Telangana),Khammam_Pedathnda_I (Telangana),Khammam,Telangana,FALSE
13029,144513,Nawanshahr_FrndsClny_D (Punjab),Nawanshahr_FrndsClny_D (Punjab),Nawanshahr_FrndsClny_D (Punjab),Nawanshahr,Punjab,FALSE
13030,770076,Sundargarh_Duduka_D (Orissa),Sundargarh_Duduka_D (Orissa),Sundargarh_Duduka_D (Orissa),Sundargarh,Orissa,FALSE
13031,768213,Kuchinda_Pdrpada_D (Orissa),Kuchinda_Pdrpada_D (Orissa),Kuchinda_Pdrpada_D (Orissa),Kuchinda,Orissa,FALSE
13032,721403,Contai_Bankaberya_D (West Bengal),Contai_Bankaberya_D (West Bengal),Contai_Bankaberya_D (West Bengal),Contai,West Bengal,FALSE
13033,362004,Junagadh_Dolatpara_I (Gujarat),Junagadh_Dolatpara_I (Gujarat),Junagadh_Dolatpara_I (Gujarat),Junagadh,Gujarat,FALSE
13034,635703,Ambur_Gandhinagar_D (Tamil Nadu),Ambur_Gandhinagar_D (Tamil Nadu),Ambur_Gandhinagar_D (Tamil Nadu),Ambur,Tamil Nadu,TRUE
13035,144039,Nakodar_KrishanNgr_DPP (Punjab),Nakodar_KrishanNgr_DPP (Punjab),Nakodar_KrishanNgr_DPP (Punjab),Nakodar,Punjab,FALSE
13036,380055,Ahmedabad_Sanathal_L (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Sanathal_L (Gujarat),Ahmedabad,Gujarat,FALSE
13037,603004,Chengalpattu_AnnaNagar_D (Tamil Nadu),Chengalpattu_AnnaNagar_D (Tamil Nadu),Chengalpattu_AnnaNagar_D (Tamil Nadu),Chengalpattu,Tamil Nadu,FALSE
13038,384221,Patan_Hansapur_D (Gujarat),Patan_Hansapur_D (Gujarat),Patan_Hansapur_D (Gujarat),Patan,Gujarat,TRUE
13039,690105,Haripad_Sivakripa_D (Kerala),Haripad_Sivakripa_D (Kerala),Haripad_Sivakripa_D (Kerala),Haripad,Kerala,TRUE
13040,625502,Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai,Tamil Nadu,FALSE
13041,630611,Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai,Tamil Nadu,FALSE
13042,571104,Kushalnagar_BapujiExtension_D (Karnataka),Kushalnagar_BapujiExtension_D (Karnataka),Kushalnagar_BapujiExtension_D (Karnataka),Kushalnagar,Karnataka,TRUE
13043,581341,Honnavar_ForestColony_D (Karnataka),Honnavar_ForestColony_D (Karnataka),Honnavar_ForestColony_D (Karnataka),Honnavar,Karnataka,FALSE
13044,802161,Arrah_Giddha_D (Bihar),Arrah_Giddha_D (Bihar),Arrah_Giddha_D (Bihar),Arrah,Bihar,FALSE
13045,515456,Guntakal_Central_D_2 (Andhra Pradesh),Guntakal_Central_D_2 (Andhra Pradesh),Guntakal_Central_D_2 (Andhra Pradesh),Guntakal,Andhra Pradesh,TRUE
13046,670644,Mananthavady_Central_D_1 (Kerala),Mananthavady_Central_D_1 (Kerala),Mananthavady_Central_D_1 (Kerala),Mananthavadi,Kerala,TRUE
13047,144626,SultanpurLodhi_Gill_D (Punjab),SultanpurLodhi_Gill_D (Punjab),SultanpurLodhi_Gill_D (Punjab),Sultanpur Lodhi,Punjab,TRUE
13048,491993,Berla_CommunityCntr_DPP (Chhattisgarh),Berla_CommunityCntr_DPP (Chhattisgarh),Berla_CommunityCntr_DPP (Chhattisgarh),Berla,Chhattisgarh,FALSE
13049,400025,Mumbai_Sewri_L (Maharashtra),Mumbai_Sewri_L (Maharashtra),Mumbai_Sewri_L (Maharashtra),Mumbai,Maharashtra,FALSE
13050,522324,Repalle_Ward7_D (Andhra Pradesh),Repalle_Ward7_D (Andhra Pradesh),Repalle_Ward7_D (Andhra Pradesh),Repalle,Andhra Pradesh,TRUE
13051,384415,Becharaji_Bhavnagar_DPP (Gujarat),Becharaji_Bhavnagar_DPP (Gujarat),Becharaji_Bhavnagar_DPP (Gujarat),Becharaji,Gujarat,
13052,326022,Jhalawar_BakaniDPP_D (Rajasthan),Jhalawar_BakaniDPP_D (Rajasthan),Jhalawar_BakaniDPP_D (Rajasthan),Jhalawar,Rajasthan,FALSE
13053,176120,JognderNgr_Dhelu_D (Himachal Pradesh),JognderNgr_Dhelu_D (Himachal Pradesh),JognderNgr_Dhelu_D (Himachal Pradesh),Joginder Nagar,Himachal Pradesh,FALSE
13054,332044,Sikar_IndustrialArea_I (Rajasthan),Sikar_IndustrialArea_I (Rajasthan),Sikar_IndustrialArea_I (Rajasthan),Sikar,Rajasthan,TRUE
13055,382735,Gandhinagar_Shertha_L (Gujarat),Gandhinagar_Shertha_L (Gujarat),Gandhinagar_Shertha_L (Gujarat),Gandhinagar,Gujarat,FALSE
13056,144027,Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar,Punjab,FALSE
13057,460220,Athner_College_D (Madhya Pradesh),Athner_College_D (Madhya Pradesh),Athner_College_D (Madhya Pradesh),Athner,Madhya Pradesh,TRUE
13058,632507,Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet,Tamil Nadu,TRUE
13059,360013,Rajkot_Amargadh_H (Gujarat),Rajkot_Amargadh_H (Gujarat),Rajkot_Amargadh_H (Gujarat),Rajkot,Gujarat,FALSE
13060,422502,Nashik_Satpurcolony_H (Maharashtra),Nashik_Satpurcolony_H (Maharashtra),Nashik_Satpurcolony_H (Maharashtra),Nashik,Maharashtra,FALSE
13061,313003,Udaipur_Balicha_H (Rajasthan),Udaipur_Balicha_H (Rajasthan),Udaipur_Balicha_H (Rajasthan),Udaipur,Rajasthan,FALSE
13062,416804,Devgad_sindhuBank_DPP (Maharashtra),Devgad_sindhuBank_DPP (Maharashtra),Devgad_sindhuBank_DPP (Maharashtra),Devgad,Maharashtra,FALSE
13063,713121,Guskhara_DignagarRd_D (West Bengal),Guskhara_DignagarRd_D (West Bengal),Guskhara_DignagarRd_D (West Bengal),Guskhara,West Bengal,TRUE
13064,524310,Udayagiri_Msjidcmplx_D (Andhra Pradesh),Udayagiri_Msjidcmplx_D (Andhra Pradesh),Udayagiri_Msjidcmplx_D (Andhra Pradesh),Udayagiri,Andhra Pradesh,FALSE
13065,641022,Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore_Kaniyur_H (Tamil Nadu),Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore,Tamil Nadu,FALSE
13066,263651,Ranikhet_KhariBazar_DPP (Uttarakhand),Ranikhet_KhariBazar_DPP (Uttarakhand),Ranikhet_KhariBazar_DPP (Uttarakhand),Ranikhet,Uttarakhand,TRUE
13067,678684,Anjumoorthy_Vdaknchery_D (Kerala),Anjumoorthy_Vdaknchery_D (Kerala),Anjumoorthy_Vdaknchery_D (Kerala),Anjumoorthy,Kerala,TRUE
13068,604205,Gingee_KVKThtr_D (Tamil Nadu),Gingee_KVKThtr_D (Tamil Nadu),Gingee_KVKThtr_D (Tamil Nadu),Gingee,Tamil Nadu,FALSE
13069,721145,Kharagpur_Nimpura_I (West Bengal),Kharagpur_Nimpura_I (West Bengal),Kharagpur_Nimpura_I (West Bengal),Kharagpur,West Bengal,TRUE
13070,524308,Atmakur_NellorePalem_D (Andhra Pradesh),Atmakur_NellorePalem_D (Andhra Pradesh),Atmakur_NellorePalem_D (Andhra Pradesh),Atmakur-AP,Andhra Pradesh,FALSE
13071,209505,Aliganj_LuhariDarwaja_D (Uttar Pradesh),Aliganj_LuhariDarwaja_D (Uttar Pradesh),Aliganj_LuhariDarwaja_D (Uttar Pradesh),Aliganj,Uttar Pradesh,TRUE
13072,521144,Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada,Andhra Pradesh,TRUE
13073,631301,Sholinghur_ArkonmRD_D (Tamil Nadu),Sholinghur_ArkonmRD_D (Tamil Nadu),Sholinghur_ArkonmRD_D (Tamil Nadu),Sholinghur,Tamil Nadu,TRUE
13074,392310,Karjan_Junabzr_DC (Gujarat),Karjan_Junabzr_DC (Gujarat),Karjan_Junabzr_DC (Gujarat),Karjan,Gujarat,TRUE
13075,828105,Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad,Jharkhand,FALSE
13076,221314,Varanasi_Gauri_D (Uttar Pradesh),Varanasi_Gauri_D (Uttar Pradesh),Varanasi_Gauri_D (Uttar Pradesh),Bhadohi,Uttar Pradesh,TRUE
13077,788009,Silchar_Ambikapur_H (Assam),Silchar_Ambikapur_H (Assam),Silchar_Ambikapur_H (Assam),Silchar,Assam,FALSE
13078,764052,Balimela_MainRoad_DPP (Orissa),Balimela_MainRoad_DPP (Orissa),Balimela_MainRoad_DPP (Orissa),Balimela,Orissa,FALSE
13079,400011,Mumbai_Sewri_L (Maharashtra),Mumbai_Sewri_L (Maharashtra),Mumbai_Sewri_L (Maharashtra),Mumbai,Maharashtra,FALSE
13080,148100,Bhadaur_BChwkDPP_D (Punjab),Bhadaur_BChwkDPP_D (Punjab),Bhadaur_BChwkDPP_D (Punjab),Bhadaur,Punjab,FALSE
13081,127309,Bhiwani_KrishnaColony_D (Haryana),Bhiwani_KrishnaColony_D (Haryana),Bhiwani_KrishnaColony_D (Haryana),Bhiwani,Haryana,TRUE
13082,816102,Barharwa_Berhait_D (Jharkhand),Barharwa_Berhait_D (Jharkhand),Barharwa_Berhait_D (Jharkhand),Barharwa,Jharkhand,FALSE
13083,600084,Chennai_Kathirvedu_L (Tamil Nadu),Chennai_Kathirvedu_L (Tamil Nadu),Chennai_Kathirvedu_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
13084,227005,Lucknow_KhandakMarg_L (Uttar Pradesh),Lucknow_KhandakMarg_L (Uttar Pradesh),Lucknow_KhandakMarg_L (Uttar Pradesh),Lucknow,Uttar Pradesh,FALSE
13085,402112,Mangaon_ChaitanyaHotel_D (Maharashtra),Mangaon_ChaitanyaHotel_D (Maharashtra),Mangaon_ChaitanyaHotel_D (Maharashtra),Mangaon,Maharashtra,FALSE
13086,515159,Mudigubba_Meeseva_D (Andhra Pradesh),Mudigubba_Meeseva_D (Andhra Pradesh),Mudigubba_Meeseva_D (Andhra Pradesh),Mudigubba,Andhra Pradesh,TRUE
13087,481051,Malanjkhand_PouniSuji_D (Madhya Pradesh),Malanjkhand_PouniSuji_D (Madhya Pradesh),Malanjkhand_PouniSuji_D (Madhya Pradesh),Malanjkhand,Madhya Pradesh,FALSE
13088,797111,Wokha_NST_D (Nagaland),Wokha_NST_D (Nagaland),Wokha_NST_D (Nagaland),Wokha,Nagaland,FALSE
13089,311013,Bhilwara_RIICOIndArea_I (Rajasthan),Bhilwara_RIICOIndArea_I (Rajasthan),Bhilwara_RIICOIndArea_I (Rajasthan),Bhilwara,Rajasthan,FALSE
13090,389160,Dahod_Vanzarwada_I (Gujarat),Dahod_Vanzarwada_I (Gujarat),Dahod_Vanzarwada_I (Gujarat),Dahod,Gujarat,TRUE
13091,754103,Jagatsinghpur_Bnbrda_D (Orissa),Jagatsinghpur_Bnbrda_D (Orissa),Jagatsinghpur_Bnbrda_D (Orissa),Jagatsinghpur,Orissa,FALSE
13092,828112,Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad,Jharkhand,FALSE
13093,605107,Puducherry_Navamalkapper_L (Tamil Nadu),Puducherry_Navamalkapper_L (Tamil Nadu),Puducherry_Navamalkapper_L (Tamil Nadu),Pondicherry,Tamil Nadu,FALSE
13094,533236,Mandapeta_Ravulapalem_DPP (Andhra Pradesh),Mandapeta_Ravulapalem_DPP (Andhra Pradesh),Mandapeta_Ravulapalem_DPP (Andhra Pradesh),Mandapeta,Andhra Pradesh,TRUE
13095,221310,Gopiganj_Gerai_D (Uttar Pradesh),Gopiganj_Gerai_D (Uttar Pradesh),Gopiganj_Gerai_D (Uttar Pradesh),Gopiganj,Uttar Pradesh,TRUE
13096,360070,Gondal_MahadevBari_DPP (Gujarat),Gondal_MahadevBari_DPP (Gujarat),Gondal_MahadevBari_DPP (Gujarat),Gondal,Gujarat,FALSE
13097,504295,Asifabad_Bank_D (Telangana),Asifabad_Bank_D (Telangana),Asifabad_Bank_D (Telangana),Asifabad,Telangana,TRUE
13098,431603,Nanded_Wajegaon_H (Maharashtra),Nanded_Wajegaon_H (Maharashtra),Nanded_Wajegaon_H (Maharashtra),Nanded,Maharashtra,TRUE
13099,767060,Kantabanji_Ward4_D (Orissa),Kantabanji_Ward4_D (Orissa),Kantabanji_Ward4_D (Orissa),Kantabanji,Orissa,TRUE
13100,202150,Aligarh_IndustrialEstate_I (Uttar Pradesh),Aligarh_IndustrialEstate_I (Uttar Pradesh),Aligarh_IndustrialEstate_I (Uttar Pradesh),Aligarh,Uttar Pradesh,FALSE
13101,454335,Kukshi_BurahaniColony_D (Madhya Pradesh),Kukshi_BurahaniColony_D (Madhya Pradesh),Kukshi_BurahaniColony_D (Madhya Pradesh),Kukshi,Madhya Pradesh,TRUE
13102,484551,PaliBirsinghpur_Goraiya_D (Madhya Pradesh),PaliBirsinghpur_Goraiya_D (Madhya Pradesh),PaliBirsinghpur_Goraiya_D (Madhya Pradesh),Pali Birsinghpur,Madhya Pradesh,TRUE
13103,621129,Perambalur_MullaiBljNgr_D (Tamil Nadu),Perambalur_MullaiBljNgr_D (Tamil Nadu),Perambalur_MullaiBljNgr_D (Tamil Nadu),Perambalur,Tamil Nadu,TRUE
13104,635305,Harur_EBOfc_D (Tamil Nadu),Harur_EBOfc_D (Tamil Nadu),Harur_EBOfc_D (Tamil Nadu),Harur,Tamil Nadu,TRUE
13105,535502,Parvathipuram_RyghdRd_D (Andhra Pradesh),Parvathipuram_RyghdRd_D (Andhra Pradesh),Parvathipuram_RyghdRd_D (Andhra Pradesh),Parvathipuram,Andhra Pradesh,TRUE
13106,396015,Valsad_LimbaChwk_D (Gujarat),Valsad_LimbaChwk_D (Gujarat),Valsad_LimbaChwk_D (Gujarat),Valsad,Gujarat,TRUE
13107,585367,Aland_Sherikarcolony_D (Karnataka),Aland_Sherikarcolony_D (Karnataka),Aland_Sherikarcolony_D (Karnataka),Aland,Karnataka,TRUE
13108,577421,Siddapur_Kargal_D (Karnataka),Siddapur_Kargal_D (Karnataka),Siddapur_Kargal_D (Karnataka),Siddapur,Karnataka,FALSE
13109,484776,Jaisinghnagar_Khusarwah_DPP (Madhya Pradesh),Jaisinghnagar_Khusarwah_DPP (Madhya Pradesh),Jaisinghnagar_Khusarwah_DPP (Madhya Pradesh),Jaisinghnagar,Madhya Pradesh,FALSE
13110,274401,Kushinagar_KasiaBzr_D (Uttar Pradesh),Kushinagar_KasiaBzr_D (Uttar Pradesh),Kushinagar_KasiaBzr_D (Uttar Pradesh),Kushinagar,Uttar Pradesh,FALSE
13111,753025,Cuttack_Choudwar_L (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Cuttack_Choudwar_L (Orissa),Cuttack,Orissa,FALSE
13112,271313,Itava_Prsnga_D (Uttar Pradesh),Itava_Prsnga_D (Uttar Pradesh),Itava_Prsnga_D (Uttar Pradesh),Itava,Uttar Pradesh,TRUE
13113,734014,Siliguri_Telipara_L (West Bengal),Siliguri_Fulbari_H (West Bengal),Siliguri_Telipara_L (West Bengal),Siliguri,West Bengal,FALSE
13114,203202,Sikandrabad_Kurli_D (Uttar Pradesh),Sikandrabad_Kurli_D (Uttar Pradesh),Sikandrabad_Kurli_D (Uttar Pradesh),Sikandrabad,Uttar Pradesh,FALSE
13115,403404,Goa_Hub (Goa),Goa_Hub (Goa),Goa_Hub (Goa),Goa,Goa,FALSE
13116,517128,Chittoor_Murukambattu_D (Andhra Pradesh),Chittoor_Murukambattu_D (Andhra Pradesh),Chittoor_Murukambattu_D (Andhra Pradesh),Chittoor,Andhra Pradesh,FALSE
13117,629401,Azhagappapuram_RPYNT_D (Tamil Nadu),Azhagappapuram_RPYNT_D (Tamil Nadu),Azhagappapuram_RPYNT_D (Tamil Nadu),Azhagappapuram,Tamil Nadu,FALSE
13118,206246,Rasulabad_ShastriNgr_D (Uttar Pradesh),Rasulabad_ShastriNgr_D (Uttar Pradesh),Rasulabad_ShastriNgr_D (Uttar Pradesh),Rasulabad,Uttar Pradesh,TRUE
13119,523181,Addanki_Inkollu_D (Andhra Pradesh),Addanki_Inkollu_D (Andhra Pradesh),Addanki_Inkollu_D (Andhra Pradesh),Addanki,Andhra Pradesh,TRUE
13120,249205,Rishikesh_MalviyaNagar_D (Uttarakhand),Rishikesh_MalviyaNagar_D (Uttarakhand),Rishikesh_MalviyaNagar_D (Uttarakhand),Rishikesh,Uttarakhand,TRUE
13121,402108,Pen_Chinchpada_D (Maharashtra),Pen_Chinchpada_D (Maharashtra),Pen_Chinchpada_D (Maharashtra),Pen,Maharashtra,TRUE
13122,676108,Tirur_Perunthallur_D (Kerala),Tirur_Perunthallur_D (Kerala),Tirur_Perunthallur_D (Kerala),Tirur,Kerala,TRUE
